ID,Start time,Completion time,Email,Name,Last modified time,Participant ID,Cube of Matter (Cube 1):,Cube of Life (Cube 2):,Thought Cube (Cube 3):,Cube of Matter 2(Cube 1):,Cube of Life 2(Cube 2):,Thought Cube 2(Cube 3):,Admiration,Confusion,Haunt,Disorientation,Amazement,Fascination,Amazing,Curiosity,Perplexity,"I felt a closer sense of identity, of who I am.",I felt a psychological connection to everyone/everything around me.,I felt a physical connection to everyone/everything around me.,Everything seemed to be connected.,I experienced a feeling of confinement.,I experienced a feeling of oppression.,I experienced a feeling of tension.,My heart was racing.,It took my breath away.,I felt chills.,I felt physically smaller.,"I felt trivial, in the grand scheme of things.",The world seemed vast.,What did you learn about during your visit?,Is this your first time visiting the Museum of Tomorrow?,"If not, how many times have you visited us previously?","Did you watch the movie Cosmos, projected onto the sphere?",How many people accompanied you on this visit?,Would you like to visit the museum again in the future?,Would you recommend the museum to your friends and family?,Age group,Gender,Which racial group do you identify with?,Do you have any disabilities?,What disability do you have?,Do you have children? ,Where do you live?,Would you like to share something more about your visit or your experience today?
25,2023-09-30 21:36:31,2023-09-30 21:58:04,anonymous,,,D05-P040,8.0,8.0,8.0,1.0,8.0,8.0,8,1,1,1,8,8,8,8,8,7,7,7,7,1,1,1,1,1,1,4,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,3 ou mais,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
26,2023-09-30 21:56:04,2023-09-30 22:04:44,anonymous,,,R12,6.0,4.0,3.0,1.0,5.0,4.0,4,1,1,1,3,3,1,6,2,3,2,2,3,1,1,1,1,1,1,1,3,7,Biodiversidade;,Sim,,Sim,1 pessoa,Talvez,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
27,2023-09-30 21:33:45,2023-09-30 22:07:46,anonymous,,,D01-P056,8.0,7.0,7.0,7.0,8.0,8.0,7,4,6,1,8,8,4,7,7,7,3,5,5,2,2,2,4,4,4,6,7,7,Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro País,"Es muy intereste conocer nuestro mundo visto mas globalmente. Adore la experiencia
"
28,2023-09-30 22:04:49,2023-09-30 22:13:16,anonymous,,,R13,6.0,6.0,8.0,8.0,5.0,8.0,8,1,5,1,7,7,4,6,4,5,6,2,4,1,1,5,4,4,5,7,4,7,Diversidade Cultural ;Biodiversidade;Sustentabilidade;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
29,2023-09-30 22:13:21,2023-09-30 22:19:30,anonymous,,,R14,5.0,5.0,5.0,6.0,6.0,6.0,6,3,1,5,3,3,4,3,3,2,2,2,5,5,2,2,2,2,2,4,2,6,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Não,1,Sim,2 pessoas,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Não,Estado do Rio,
30,2023-09-30 21:59:21,2023-09-30 22:21:00,anonymous,,,D02-P048,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
31,2023-09-30 22:06:23,2023-09-30 22:34:17,anonymous,,,D05-P041,6.0,8.0,6.0,5.0,8.0,8.0,6,3,3,1,8,6,6,8,5,5,6,7,7,3,2,2,3,3,1,7,7,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Cidade do Rio,
32,2023-09-30 21:48:44,2023-09-30 22:39:55,anonymous,,,D04-P044,6.0,8.0,5.0,6.0,8.0,6.0,8,1,4,1,7,3,4,8,6,6,4,2,4,1,1,1,3,1,7,4,7,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Sim,Cidade do Rio,"Muito foda, Mano."
33,2023-09-30 22:19:41,2023-09-30 22:40:48,anonymous,,,R15,5.0,5.0,5.0,1.0,5.0,5.0,5,6,2,6,6,5,1,5,3,3,1,1,4,5,1,1,1,1,1,1,4,4,Biodiversidade;Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Talvez,Mais de 60 anos,Feminino,Amarelo,Não,,Sim,Outro País,
34,2023-09-30 22:40:51,2023-09-30 22:43:11,anonymous,,,R16,6.0,6.0,4.0,2.0,5.0,3.0,8,1,1,1,8,8,3,8,1,4,1,1,7,4,2,1,1,1,1,5,5,5,Sustentabilidade;Recursos Naturais ;,Não,1,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,
35,2023-09-30 22:43:14,2023-09-30 22:45:22,anonymous,,,R17,8.0,8.0,8.0,4.0,6.0,2.0,8,8,1,5,8,8,6,8,5,7,3,3,7,6,1,5,5,2,1,7,7,7,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Sim,Outro Estado do Brasil,
36,2023-09-30 22:45:25,2023-09-30 22:54:34,anonymous,,,R18,4.0,4.0,2.0,1.0,1.0,1.0,6,4,4,2,6,5,3,1,6,1,2,1,1,4,6,4,1,1,2,2,4,4,Nada;,Sim,,Sim,Nenhuma,Talvez,Talvez,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,"Falta ciencia. Vi apenas efeito visual vazio. Mas tem cura, da para consetar"
37,2023-09-30 22:54:41,2023-09-30 22:59:09,anonymous,,,R19,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,8,7,7,7,7,1,1,1,1,1,1,1,1,1,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,
38,2023-09-30 22:37:36,2023-09-30 23:02:23,anonymous,,,D05-P042,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,6,7,7,6,7,4,4,3,4,1,1,4,4,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Prefiro não informar,,Não,Outro Estado do Brasil,Amei a experiencia 
39,2023-09-30 22:11:21,2023-09-30 23:02:51,anonymous,,,D01-P057,4.0,6.0,4.0,4.0,5.0,4.0,6,4,3,3,5,4,3,5,3,2,3,2,2,3,2,1,1,1,1,1,1,1,Biodiversidade;,Não,2,Sim,3 ou mais pessoas,Talvez,Sim,31-59 anos,Feminino,Não sei / Prefiro não responder,Sim,Auditiva,Sim,Cidade do Rio,
40,2023-09-30 22:25:25,2023-09-30 23:04:41,anonymous,,,D02-P049,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,5,1,5,3,3,3,7,1,1,1,1,1,1,1,1,7,Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Sim,Estado do Rio,A visita foi ótima
41,2023-09-30 22:59:15,2023-09-30 23:32:42,anonymous,,,R20,7.0,7.0,8.0,8.0,8.0,8.0,8,2,2,3,8,8,8,6,3,6,7,3,7,1,1,1,3,1,1,7,2,7,Sustentabilidade;Biodiversidade;,Não,3 ou mais,Sim,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
42,2023-09-30 23:32:48,2023-09-30 23:46:04,anonymous,,,R21,7.0,8.0,5.0,7.0,5.0,8.0,6,1,1,1,6,6,3,8,7,3,2,2,7,1,1,1,1,1,1,7,4,7,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Não,1,Sim,3 ou mais pessoas,Talvez,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro País,
43,2023-09-30 23:04:53,2023-09-30 23:47:58,anonymous,,,D05-P043,7.0,7.0,8.0,6.0,6.0,8.0,8,2,1,1,8,8,1,8,7,5,6,4,7,3,1,1,1,1,1,6,5,6,Diversidade Cultural ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,Está sendo muito agregador
44,2023-09-30 23:46:09,2023-09-30 23:51:43,anonymous,,,R22,7.0,6.0,8.0,7.0,7.0,7.0,8,2,3,2,7,8,2,7,3,5,5,6,6,2,2,2,2,2,2,6,7,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
45,2023-09-30 23:08:00,2023-09-30 23:58:48,anonymous,,,D01-P058,6.0,6.0,8.0,7.0,7.0,8.0,7,7,4,4,7,8,4,8,8,7,7,7,7,1,1,5,6,1,1,6,1,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;Sustentabilidade;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,Tudo muito fascinante. Mas em alguns momentos me senti cansada.
46,2023-09-30 23:30:54,2023-10-01 00:03:19,anonymous,,,D04-P045,8.0,6.0,5.0,8.0,8.0,7.0,8,1,1,4,8,8,4,8,5,7,4,1,5,1,1,1,1,1,1,1,3,7,Diversidade Cultural ;Biodiversidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,A primeira sala foi simplesmente fascinate. Fiquei apaixonada
47,2023-10-01 00:03:57,2023-10-01 00:06:38,anonymous,,,S20_p011,5.0,4.0,4.0,5.0,4.0,4.0,5,1,1,2,4,4,2,4,4,7,6,3,4,1,1,1,1,1,1,3,4,6,Sustentabilidade;Biodiversidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
48,2023-09-30 23:52:08,2023-10-01 00:08:10,anonymous,,,R23,8.0,8.0,8.0,8.0,8.0,8.0,8,3,1,1,7,8,4,6,5,5,5,5,6,1,1,1,1,1,1,5,6,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Estado do Rio,
49,2023-10-01 00:05:17,2023-10-01 00:11:13,anonymous,,,M1,8.0,8.0,5.0,8.0,7.0,7.0,8,1,1,1,6,5,1,8,8,7,7,7,7,2,1,1,1,1,1,7,7,7,Sustentabilidade;Biodiversidade;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Feminino,Preto,Não,,Sim,Cidade do Rio,
50,2023-10-01 00:06:48,2023-10-01 00:12:23,anonymous,,,S20_p012,8.0,8.0,8.0,8.0,8.0,8.0,8,4,5,5,8,8,8,8,8,4,3,3,4,1,1,5,2,5,2,2,3,4,Recursos Naturais ;Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Não,1,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Cidade do Rio,
51,2023-09-30 23:34:03,2023-10-01 00:15:31,anonymous,,,D02-P051,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,8,6,5,7,7,7,1,1,1,1,1,1,1,3,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,"Maravilhosa experiencia, vou retornar amanha para ver com mais tempo"
52,2023-10-01 00:11:15,2023-10-01 00:18:17,anonymous,,,M2,8.0,8.0,5.0,7.0,7.0,4.0,8,2,2,1,1,5,1,8,8,7,7,7,5,2,1,1,2,3,2,5,6,5,Diversidade Cultural ;Recursos Naturais ;,Não,2,Sim,1 pessoa,Talvez,Sim,Mais de 60 anos,Feminino,Preto,Não,,Sim,Outro Estado do Brasil,
53,2023-10-01 00:12:41,2023-10-01 00:19:49,anonymous,,,S20_p013,1.0,2.0,6.0,8.0,2.0,8.0,8,2,8,2,8,8,2,8,8,5,2,1,4,1,1,1,6,1,3,1,4,4,Recursos Naturais ;,Não,1,Sim,1 pessoa,Talvez,Talvez,31-59 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
54,2023-10-01 16:02:13,2023-10-01 16:44:05,anonymous,,,R1,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,4,8,3,7,7,7,7,1,1,1,1,1,1,1,1,1,Diversidade Cultural ;,Sim,,Não,2 pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,"Muito bom, adorei Tudo "
55,2023-10-01 16:01:37,2023-10-01 16:45:23,anonymous,,,D03-P060,5.0,6.0,6.0,6.0,6.0,7.0,8,3,6,3,7,8,6,8,6,4,6,5,3,3,3,4,5,1,1,7,5,6,Sustentabilidade;Diversidade Cultural ;Biodiversidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
56,2023-10-01 16:44:13,2023-10-01 16:56:09,anonymous,,,R2,6.0,7.0,7.0,5.0,5.0,5.0,7,3,4,1,6,5,5,7,5,5,5,5,7,2,2,2,2,1,1,1,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,
57,2023-10-01 16:56:25,2023-10-01 17:03:13,anonymous,,,R3,8.0,6.0,8.0,5.0,8.0,8.0,8,2,1,1,6,6,3,5,4,7,7,7,7,7,2,1,1,1,2,4,4,7,Sustentabilidade;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
58,2023-10-01 17:03:19,2023-10-01 17:09:34,anonymous,,,R4,8.0,8.0,8.0,7.0,8.0,8.0,8,3,2,3,8,8,6,8,8,6,6,7,7,4,3,2,6,1,4,5,6,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
59,2023-10-01 17:09:44,2023-10-01 17:18:37,anonymous,,,R5,6.0,8.0,3.0,6.0,7.0,5.0,5,2,3,1,7,4,1,8,2,2,1,6,7,2,1,1,1,1,1,6,7,7,Biodiversidade;Diversidade Cultural ;,Não,2,Sim,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Não sei / Prefiro não responder,Não,,Não,Estado do Rio,
60,2023-10-01 17:18:47,2023-10-01 17:23:41,anonymous,,,R6,8.0,8.0,8.0,4.0,8.0,8.0,8,2,1,1,8,8,2,8,4,7,7,2,4,1,1,1,1,1,1,1,4,4,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
61,2023-10-01 16:00:52,2023-10-01 17:26:06,anonymous,,,D05-P044,8.0,8.0,8.0,8.0,8.0,8.0,8,3,8,3,8,8,8,8,8,6,5,6,7,4,5,4,6,5,5,6,6,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
62,2023-10-01 17:23:46,2023-10-01 17:35:45,anonymous,,,R7,5.0,6.0,8.0,5.0,5.0,6.0,6,1,1,1,6,6,4,8,4,4,5,5,7,1,1,1,1,1,1,4,4,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Não,1,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
63,2023-10-01 17:35:50,2023-10-01 17:38:45,anonymous,,,R8,6.0,6.0,7.0,6.0,5.0,7.0,6,6,4,4,7,6,5,8,6,5,6,6,7,6,3,3,1,1,1,5,5,7,Diversidade Cultural ;Biodiversidade;,Sim,,Sim,3 ou mais pessoas,Talvez,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
64,2023-10-01 17:33:25,2023-10-01 17:50:45,anonymous,,,D03-P062,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,4,4,2,3,6,1,7,7,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
65,2023-10-01 17:28:46,2023-10-01 17:52:30,anonymous,,,D05-P045,8.0,5.0,8.0,8.0,6.0,8.0,8,8,8,1,8,8,1,8,8,7,4,6,7,7,4,1,1,1,1,1,1,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
66,2023-10-01 17:38:50,2023-10-01 17:58:04,anonymous,,,R10,3.0,6.0,7.0,4.0,5.0,5.0,7,6,2,3,7,7,5,7,5,6,6,4,6,6,3,3,1,1,1,5,2,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
67,2023-10-01 17:58:12,2023-10-01 18:02:48,anonymous,,,R11,1.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,3,1,1,1,1,5,5,1,1,1,1,1,1,1,4,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Não,3 ou mais,Sim,3 ou mais pessoas,Talvez,Talvez,19-30 anos,Feminino,Branco,Não,,Não,Estado do Rio,
68,2023-10-01 18:02:54,2023-10-01 18:08:17,anonymous,,,R12,2.0,4.0,4.0,4.0,4.0,4.0,2,2,2,2,2,2,2,4,2,3,4,4,4,3,4,4,4,4,4,4,4,4,Biodiversidade;,Não,2,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
69,2023-10-01 18:08:34,2023-10-01 18:11:25,anonymous,,,R13,6.0,6.0,5.0,6.0,7.0,5.0,7,3,3,3,6,6,5,7,5,4,4,4,4,4,4,4,4,4,3,5,4,4,Sustentabilidade;Biodiversidade;,Sim,,Não,Nenhuma,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
70,2023-10-01 18:11:16,2023-10-01 18:16:31,anonymous,,,D04-P046,8.0,8.0,8.0,7.0,7.0,8.0,8,7,8,8,8,8,8,8,8,7,7,7,1,1,1,1,1,1,1,1,1,1,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
71,2023-10-01 18:11:34,2023-10-01 18:19:42,anonymous,,,R14,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,1,1,1,1,1,1,1,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
72,2023-10-01 18:19:47,2023-10-01 18:30:02,anonymous,,,R15,5.0,6.0,5.0,6.0,6.0,6.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Pardo,Não,,Não,Estado do Rio,
73,2023-10-01 18:30:09,2023-10-01 18:33:57,anonymous,,,R17,6.0,7.0,8.0,8.0,8.0,8.0,6,5,8,4,6,7,5,8,6,6,7,7,5,4,4,3,6,5,3,2,7,7,Sustentabilidade;Diversidade Cultural ;,Sim,,Não,2 pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Sim,Visual,Não,Outro Estado do Brasil,
74,2023-10-01 17:53:27,2023-10-01 18:36:24,anonymous,,,D05-P046,7.0,4.0,8.0,4.0,7.0,8.0,8,8,5,3,7,7,2,6,6,3,5,4,6,2,2,3,2,1,1,3,6,5,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Sim,,Não,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
75,2023-10-01 18:34:02,2023-10-01 18:43:30,anonymous,,,R18,4.0,7.0,3.0,4.0,7.0,7.0,5,2,2,1,6,6,3,6,5,6,6,4,6,6,5,5,3,3,3,3,3,5,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Não,3 ou mais,Sim,1 pessoa,Talvez,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,A parte de fora eh legal
76,2023-10-01 17:51:57,2023-10-01 18:45:12,anonymous,,,D03-P063,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,4,8,8,5,5,3,6,2,2,2,2,1,1,1,1,7,Biodiversidade;Sustentabilidade;Recursos Naturais ;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
77,2023-10-01 18:35:40,2023-10-01 18:52:34,anonymous,,,D01-P059,7.0,5.0,8.0,6.0,6.0,8.0,7,6,3,5,7,6,4,7,5,5,6,5,6,6,5,2,2,2,2,1,6,7,Diversidade Cultural ;,Sim,,Não,2 pessoas,Talvez,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
78,2023-10-01 16:01:53,2023-10-01 18:52:43,anonymous,,,D02-P052,4.0,1.0,8.0,4.0,1.0,8.0,8,3,8,1,4,8,3,8,4,5,7,4,4,5,7,7,4,4,6,7,7,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
79,2023-10-01 18:43:35,2023-10-01 18:53:19,anonymous,,,R19,7.0,4.0,4.0,4.0,8.0,4.0,8,1,1,1,4,4,4,8,4,2,3,3,7,1,1,1,1,1,1,6,1,7,Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,"Faltou diversidade judaica no cubo 3. Há judeus pelo mundo Todo e poderia ser melhor representada a diversidade judaica, não só de judeus brancos."
80,2023-10-01 18:53:25,2023-10-01 18:59:58,anonymous,,,R20,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,1,8,8,8,8,8,7,7,7,7,5,5,5,1,1,1,5,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
81,2023-10-01 19:00:05,2023-10-01 19:06:11,anonymous,,,R21,8.0,4.0,8.0,8.0,4.0,8.0,8,5,1,5,8,8,8,8,8,5,7,7,7,3,3,1,1,1,1,2,4,5,Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Não,2 pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
82,2023-10-01 19:06:16,2023-10-01 19:13:15,anonymous,,,R22,8.0,8.0,5.0,8.0,8.0,5.0,8,1,1,1,6,7,6,8,5,5,5,3,7,1,1,1,1,1,1,1,5,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Talvez,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
83,2023-10-01 19:13:20,2023-10-01 19:19:21,anonymous,,,R23,6.0,4.0,6.0,6.0,8.0,6.0,4,5,8,6,6,6,7,6,7,3,1,2,7,7,4,5,1,1,1,4,1,1,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Sim,,Não,1 pessoa,Talvez,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
84,2023-10-01 18:55:43,2023-10-01 19:21:55,anonymous,,,D02-P053,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,5,7,7,7,7,3,3,4,2,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
85,2023-10-01 19:19:27,2023-10-01 19:27:47,anonymous,,,R24,4.0,4.0,4.0,5.0,5.0,5.0,3,4,6,3,5,5,3,6,8,7,6,6,7,7,6,3,3,3,1,7,7,7,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,"Otimo
"
86,2023-10-01 18:46:31,2023-10-01 19:32:57,anonymous,,,D03-P064,7.0,8.0,7.0,3.0,8.0,6.0,7,2,6,2,8,8,4,8,5,6,3,5,7,2,1,1,1,1,1,1,1,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Cidade do Rio,
87,2023-10-01 18:53:19,2023-10-01 19:37:30,anonymous,,,D01-P060,4.0,4.0,6.0,3.0,5.0,3.0,6,2,3,1,6,6,3,7,3,2,1,5,7,5,1,3,1,1,1,1,4,5,Sustentabilidade;Recursos Naturais ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
88,2023-10-01 20:44:19,2023-10-01 20:49:25,anonymous,,,R25,3.0,5.0,1.0,1.0,1.0,1.0,8,4,2,3,4,4,4,6,4,1,1,1,6,1,1,1,1,1,1,1,1,1,Sustentabilidade;Biodiversidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
89,2023-10-01 20:49:31,2023-10-01 20:55:26,anonymous,,,R26,7.0,8.0,8.0,7.0,7.0,7.0,8,8,5,7,8,8,3,1,1,7,7,4,7,7,1,1,4,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
90,2023-10-01 20:45:46,2023-10-01 20:58:15,anonymous,,,D05-P047,6.0,6.0,8.0,6.0,5.0,8.0,7,6,8,1,8,8,6,8,6,5,5,6,7,3,2,2,5,1,1,1,6,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
91,2023-10-01 20:55:31,2023-10-01 21:03:58,anonymous,,,R27,5.0,7.0,8.0,7.0,8.0,8.0,8,1,3,1,8,8,5,8,6,6,5,6,7,1,1,2,3,1,1,5,5,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;Sustentabilidade;,Não,3 ou mais,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
