ID,Start time,Completion time,Email,Name,Last modified time,Participant ID,Cube of Matter (Cube 1):,Cube of Life (Cube 2):,Thought Cube (Cube 3):,Cube of Matter 2(Cube 1):,Cube of Life 2(Cube 2):,Thought Cube 2(Cube 3):,Admiration,Confusion,Haunt,Disorientation,Amazement,Fascination,Amazing,Curiosity,Perplexity,"I felt a closer sense of identity, of who I am.",I felt a psychological connection to everyone/everything around me.,I felt a physical connection to everyone/everything around me.,Everything seemed to be connected.,I experienced a feeling of confinement.,I experienced a feeling of oppression.,I experienced a feeling of tension.,My heart was racing.,It took my breath away.,I felt chills.,I felt physically smaller.,"I felt trivial, in the grand scheme of things.",The world seemed vast.,What did you learn about during your visit?,Is this your first time visiting the Museum of Tomorrow?,"If not, how many times have you visited us previously?","Did you watch the movie Cosmos, projected onto the sphere?",How many people accompanied you on this visit?,Would you like to visit the museum again in the future?,Would you recommend the museum to your friends and family?,Age group,Gender,Which racial group do you identify with?,Do you have any disabilities?,What disability do you have?,Do you have children? ,Where do you live?,Would you like to share something more about your visit or your experience today?
103,2023-09-28 18:15:17,2023-09-28 18:25:51,anonymous,,,11,8.0,8.0,8.0,8.0,8.0,8.0,8,7,5,1,8,8,8,8,8,7,7,5,7,5,3,3,1,1,1,3,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
104,2023-09-28 18:19:30,2023-09-28 18:45:38,anonymous,,,D01-P039,8.0,7.0,6.0,8.0,7.0,7.0,8,4,2,2,7,8,8,8,5,7,6,5,7,1,1,1,4,2,3,5,6,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
105,2023-09-28 18:26:00,2023-09-28 18:46:06,anonymous,,,12,8.0,8.0,8.0,8.0,8.0,8.0,8,2,4,2,7,7,7,7,7,6,7,6,6,4,1,1,3,1,1,4,5,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
106,2023-09-28 18:46:13,2023-09-28 18:54:48,anonymous,,,14,3.0,5.0,5.0,4.0,5.0,5.0,4,3,3,2,4,4,2,4,2,4,3,4,4,3,3,2,2,2,2,4,4,5,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;Sustentabilidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,
107,2023-09-28 18:22:50,2023-09-28 18:54:48,anonymous,,,D02-P029,7.0,8.0,8.0,8.0,8.0,8.0,8,3,7,4,8,8,8,8,8,4,7,2,5,1,1,1,2,2,1,7,7,7,Recursos Naturais ;Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
108,2023-09-28 18:17:19,2023-09-28 18:59:55,anonymous,,,D04-P035,5.0,5.0,8.0,4.0,6.0,8.0,8,1,1,2,8,8,5,8,5,4,5,3,7,1,1,1,2,1,4,7,7,7,Sustentabilidade;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,"Achei muito interessante a pesquisa, junto desse lindo museu. Com certeza eu voltarei para cá!"
109,2023-09-28 18:47:19,2023-09-28 19:09:54,anonymous,,,D01-P040,1.0,8.0,6.0,1.0,7.0,7.0,8,2,1,1,8,8,6,8,1,4,4,4,4,2,2,2,2,2,2,2,2,7,Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,
110,2023-09-28 19:05:08,2023-09-28 19:12:14,anonymous,,,M1,8.0,6.0,6.0,6.0,6.0,6.0,7,7,7,7,8,8,7,8,8,6,6,6,7,1,1,1,1,1,1,6,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
111,2023-09-28 19:12:25,2023-09-28 19:17:15,anonymous,,,M2,4.0,4.0,4.0,3.0,3.0,3.0,4,7,4,7,8,8,8,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Amarelo,Não,,Sim,Outro Estado do Brasil,
112,2023-09-28 19:05:20,2023-09-28 19:17:43,anonymous,,,S1_p01,8.0,5.0,5.0,8.0,5.0,5.0,7,3,3,4,8,8,6,8,8,5,4,5,6,2,2,5,5,3,1,4,4,7,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Sim,,Sim,1 pessoa,Sim,Sim,Mais de 60 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,Gostaria qué tivesse guias explicando
113,2023-09-28 22:07:05,2023-09-28 22:18:12,anonymous,,,D05-P030,7.0,8.0,6.0,8.0,8.0,8.0,7,7,7,4,8,7,4,8,6,5,6,6,7,2,1,1,1,1,1,1,1,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
114,2023-09-28 19:19:09,2023-09-28 22:23:40,anonymous,,,E1,6.0,8.0,8.0,4.0,8.0,8.0,8,1,1,1,8,7,1,5,1,7,7,7,7,1,1,1,1,1,1,2,5,7,Sustentabilidade;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
115,2023-09-28 22:03:50,2023-09-28 22:25:41,anonymous,,,D02-P030,7.0,8.0,8.0,7.0,8.0,8.0,6,5,4,4,7,8,6,8,8,6,7,7,6,6,4,3,4,2,6,6,5,7,Diversidade Cultural ;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Não sei / Prefiro não responder,Pardo,Não,,Sim,Estado do Rio,Ok
116,2023-09-28 22:05:52,2023-09-28 22:25:43,anonymous,,,D03-P042,3.0,3.0,3.0,6.0,3.0,5.0,6,1,3,1,4,4,1,3,1,3,1,2,2,3,1,1,1,1,1,1,1,2,Recursos Naturais ;,Sim,,Sim,Nenhuma,Talvez,Talvez,19-30 anos,Masculino,Branco,Não,,Não,Outro País,
117,2023-09-28 22:24:03,2023-09-28 22:28:35,anonymous,,,E2,8.0,6.0,8.0,8.0,6.0,8.0,8,5,2,1,8,8,8,8,8,1,7,7,7,1,1,1,1,1,1,1,7,7,Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
118,2023-09-28 22:35:32,2023-09-28 22:42:27,anonymous,,,E3,8.0,8.0,1.0,8.0,8.0,1.0,8,1,1,1,8,8,3,8,8,5,5,4,5,4,2,4,3,3,4,7,4,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
119,2023-09-28 22:19:33,2023-09-28 22:43:46,anonymous,,,D05-P031,4.0,7.0,8.0,5.0,6.0,5.0,7,3,6,1,6,6,4,4,4,4,4,4,5,1,1,2,4,1,4,6,6,7,Diversidade Cultural ;Recursos Naturais ;Biodiversidade;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,
120,2023-09-28 22:42:45,2023-09-28 22:47:52,anonymous,,,E4,8.0,4.0,6.0,7.0,4.0,8.0,7,6,1,5,7,7,6,7,5,5,6,1,4,1,1,1,1,1,1,1,1,1,Sustentabilidade;Recursos Naturais ;Diversidade Cultural ;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
121,2023-09-28 22:25:54,2023-09-28 22:48:09,anonymous,,,D03-P043,1.0,7.0,4.0,1.0,7.0,5.0,6,6,6,6,8,8,8,8,6,5,7,3,6,5,5,4,1,1,1,1,1,7,Biodiversidade;,Sim,,Sim,2 pessoas,Talvez,Sim,31-59 anos,Feminino,Indígena,Não,,Não,Outro País,"La esfera es lo mejor, mas personal qué hable español y Rafael es muy amable"
122,2023-09-28 22:26:44,2023-09-28 22:58:11,anonymous,,,D02-P031,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,7,7,7,7,7,1,1,1,1,1,7,7,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,2 pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
123,2023-09-28 22:48:32,2023-09-28 23:00:07,anonymous,,,E6,8.0,3.0,5.0,6.0,4.0,5.0,7,2,1,1,6,8,4,6,4,6,4,3,4,5,1,1,1,1,4,3,5,5,Diversidade Cultural ;,Sim,,Sim,1 pessoa,Sim,Sim,Até 18 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
124,2023-09-28 22:45:03,2023-09-28 23:02:52,anonymous,,,D05-P032,8.0,8.0,5.0,7.0,8.0,7.0,8,6,1,4,6,6,6,6,6,5,6,6,7,7,7,4,1,4,1,6,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
125,2023-09-28 23:00:24,2023-09-28 23:08:06,anonymous,,,M3,6.0,7.0,3.0,7.0,7.0,5.0,7,2,2,2,8,8,7,7,7,3,3,3,5,6,1,1,1,1,1,1,1,1,Biodiversidade;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Não-binárie,Pardo,Não,,Não,Outro Estado do Brasil,Muito cool
126,2023-09-28 23:08:17,2023-09-28 23:12:18,anonymous,,,M4,8.0,8.0,8.0,8.0,8.0,8.0,8,7,6,4,8,8,6,8,8,7,7,7,7,3,1,3,3,1,1,3,5,6,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
127,2023-09-28 22:48:18,2023-09-28 23:13:43,anonymous,,,D03-P044,6.0,8.0,7.0,8.0,4.0,7.0,6,3,1,2,7,8,4,8,2,3,3,3,4,1,1,1,1,1,1,1,4,7,Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,19-30 anos,Masculino,Pardo,Não,,Não,Outro Estado do Brasil,
128,2023-09-28 23:12:26,2023-09-28 23:17:12,anonymous,,,M5,7.0,6.0,8.0,5.0,6.0,7.0,6,5,4,3,5,5,6,7,4,4,5,4,6,2,2,2,2,2,2,7,7,7,Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Cidade do Rio,
129,2023-09-28 23:17:20,2023-09-28 23:22:50,anonymous,,,M5,7.0,8.0,6.0,6.0,8.0,7.0,8,1,1,1,8,8,6,8,8,5,7,7,7,1,1,1,1,1,1,3,6,7,Diversidade Cultural ;Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
130,2023-09-28 22:59:07,2023-09-28 23:24:13,anonymous,,,D02-P032,3.0,3.0,3.0,3.0,3.0,3.0,3,3,3,3,3,3,3,3,3,1,1,1,1,4,3,4,2,1,1,2,1,1,Diversidade Cultural ;,Sim,,Não,2 pessoas,Não,Não,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
131,2023-09-28 23:23:01,2023-09-28 23:25:03,anonymous,,,M6,8.0,8.0,1.0,8.0,8.0,3.0,8,3,1,1,8,8,2,6,8,7,7,7,7,2,2,1,1,1,1,6,3,4,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Cidade do Rio,O terceiro cubo é confuso
132,2023-09-28 23:13:56,2023-09-28 23:33:35,anonymous,,,D03-P045,6.0,6.0,5.0,8.0,7.0,7.0,8,1,1,1,8,8,8,8,8,5,5,3,2,1,1,1,1,1,1,1,1,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,Tudo maravilhoso...atendimento otimo!
133,2023-09-28 23:06:28,2023-09-28 23:34:03,anonymous,,,D04-P036,5.0,5.0,5.0,6.0,6.0,6.0,6,5,3,4,6,7,6,7,5,5,5,5,5,5,5,5,7,4,4,5,4,4,Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Sim,,Sim,2 pessoas,Talvez,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,"Sissi

"
134,2023-09-28 23:25:13,2023-09-28 23:36:24,anonymous,,,M7,8.0,8.0,3.0,7.0,6.0,3.0,8,3,1,1,8,6,2,8,3,7,7,7,7,1,1,1,1,1,1,1,7,7,Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;,Não,3 ou mais,Sim,2 pessoas,Não,Sim,19-30 anos,Feminino,Branco,Não,,Não,Estado do Rio,
135,2023-09-28 23:36:29,2023-09-28 23:48:48,anonymous,,,M8,8.0,8.0,2.0,7.0,6.0,3.0,8,5,2,1,8,8,2,7,7,7,7,7,7,3,2,1,1,1,1,6,2,7,Sustentabilidade;Diversidade Cultural ;Biodiversidade;Recursos Naturais ;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,
136,2023-09-28 23:25:28,2023-09-28 23:49:04,anonymous,,,D02-P033,8.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8,8,8,5,7,7,7,5,3,4,4,2,1,2,2,7,Recursos Naturais ;Diversidade Cultural ;Biodiversidade;Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
137,2023-09-28 23:48:55,2023-09-29 00:01:37,anonymous,,,M9,8.0,7.0,3.0,7.0,7.0,4.0,8,4,2,2,8,7,4,7,7,7,7,7,5,3,2,1,1,1,3,7,6,6,Sustentabilidade;Biodiversidade;,Sim,,Sim,Nenhuma,Sim,Sim,19-30 anos,Não-binárie,Indígena,Não,,Não,Cidade do Rio,
138,2023-09-28 23:37:35,2023-09-29 00:02:54,anonymous,,,D04-P037,8.0,8.0,8.0,8.0,8.0,8.0,8,3,4,5,8,8,8,8,8,5,6,6,6,4,3,2,2,1,1,5,4,2,Sustentabilidade;Biodiversidade;Recursos Naturais ;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
139,2023-09-29 00:01:45,2023-09-29 00:02:55,anonymous,,,M9,8.0,8.0,2.0,8.0,8.0,5.0,8,8,2,2,2,7,2,7,8,7,7,7,7,2,2,2,2,4,2,7,2,7,Biodiversidade;,Não,3 ou mais,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Branco,Não,,Não,Cidade do Rio,
140,2023-09-29 00:02:58,2023-09-29 00:07:12,anonymous,,,M10,8.0,8.0,4.0,8.0,8.0,1.0,8,4,2,2,7,8,8,8,8,7,7,7,6,4,2,1,1,1,1,1,1,7,Recursos Naturais ;Diversidade Cultural ;,Não,2,Sim,1 pessoa,Sim,Sim,19-30 anos,Masculino,Amarelo,Não,,Não,Cidade do Rio,
141,2023-09-28 23:33:42,2023-09-29 00:08:07,anonymous,,,D03-P046,8.0,7.0,7.0,5.0,7.0,8.0,8,3,1,1,7,8,6,8,7,7,6,3,6,1,1,1,1,1,5,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,"Fiquei totalmente conectada a tudo, a junção da musica com as imagens tras um ar de infinito, amei cada pedacinho"
142,2023-09-28 23:49:38,2023-09-29 00:13:13,anonymous,,,D02-P034,8.0,4.0,3.0,1.0,1.0,1.0,6,3,1,1,3,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Talvez,Talvez,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
143,2023-09-29 16:22:10,2023-09-29 16:36:52,anonymous,,,D01-P041,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,1,8,8,7,7,7,7,1,1,1,1,1,1,7,7,7,Biodiversidade;Diversidade Cultural ;,Não,2,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
144,2023-09-29 16:25:27,2023-09-29 16:42:13,anonymous,,,S2_p01,7.0,7.0,7.0,7.0,7.0,7.0,8,2,8,3,8,8,7,7,8,6,6,6,6,2,2,2,2,2,2,5,3,7,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
145,2023-09-29 16:45:24,2023-09-29 16:49:19,anonymous,,,S2_po2,8.0,8.0,8.0,7.0,7.0,8.0,8,6,5,5,8,5,6,8,7,6,5,7,7,5,2,3,5,1,4,1,5,7,Biodiversidade;Diversidade Cultural ;Sustentabilidade;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Sim,Outro Estado do Brasil,
146,2023-09-29 00:08:26,2023-09-29 16:54:04,anonymous,,,D02-P035,6.0,8.0,8.0,6.0,8.0,8.0,8,8,8,7,8,8,8,8,8,6,6,7,7,7,7,7,5,5,3,7,6,7,Sustentabilidade;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Preto,Não,,Sim,Outro Estado do Brasil,
147,2023-09-29 16:49:38,2023-09-29 16:56:14,anonymous,,,S2_PO3,4.0,4.0,6.0,4.0,5.0,5.0,7,4,5,4,7,7,6,6,6,4,4,3,5,3,3,3,2,2,2,2,2,3,Recursos Naturais ;Sustentabilidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
148,2023-09-29 16:19:23,2023-09-29 16:56:26,anonymous,,,D03-P047,8.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,8,7,8,7,7,7,7,7,7,7,1,1,1,1,3,7,Diversidade Cultural ;Biodiversidade;Recursos Naturais ;Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,ExperienciA muito boa
149,2023-09-29 16:56:24,2023-09-29 16:59:46,anonymous,,,S2_p04,8.0,8.0,8.0,8.0,8.0,8.0,8,4,8,4,6,8,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,Diversidade Cultural ;,Não,2,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
150,2023-09-29 17:01:03,2023-09-29 17:07:58,anonymous,,,S2_p05,7.0,7.0,7.0,7.0,7.0,6.0,6,7,6,6,7,6,7,7,7,7,6,6,7,7,6,6,7,6,6,6,6,6,Sustentabilidade;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,Sim
151,2023-09-29 17:08:14,2023-09-29 17:11:34,anonymous,,,S2_p05,4.0,6.0,5.0,6.0,6.0,6.0,4,2,2,2,2,4,3,5,3,2,2,2,2,2,2,2,2,2,2,4,7,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
152,2023-09-29 16:56:27,2023-09-29 17:19:23,anonymous,,,D02-P036,6.0,8.0,8.0,7.0,8.0,8.0,8,6,6,3,8,8,5,8,4,5,5,6,7,7,5,3,5,7,4,7,7,7,Recursos Naturais ;Diversidade Cultural ;Sustentabilidade;Biodiversidade;,Sim,,Sim,2 pessoas,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Cidade do Rio,Me sentir maravilhada com a experiencia de conhecer o moseu.
153,2023-09-29 16:38:03,2023-09-29 17:22:03,anonymous,,,D01-P042,8.0,7.0,8.0,8.0,8.0,8.0,8,1,3,1,8,8,8,6,5,7,7,6,7,1,1,1,1,1,1,3,5,5,Biodiversidade;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,
154,2023-09-29 17:11:43,2023-09-29 17:25:23,anonymous,,,S2_p06,7.0,6.0,6.0,6.0,6.0,6.0,6,2,3,1,6,6,3,5,5,5,5,5,5,2,2,2,2,2,2,5,5,6,Diversidade Cultural ;,Sim,,Sim,Nenhuma,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Não,Outro Estado do Brasil,
155,2023-09-29 16:58:18,2023-09-29 17:27:40,anonymous,,,D03-P048,8.0,8.0,7.0,8.0,8.0,8.0,8,1,1,1,8,8,5,6,5,7,7,7,7,2,1,1,2,1,1,1,2,7,Sustentabilidade;Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,Excelenre
156,2023-09-29 17:24:49,2023-09-29 17:43:10,anonymous,,,D01-P043,8.0,7.0,5.0,5.0,8.0,8.0,7,3,4,3,8,7,7,8,8,4,5,5,6,3,2,2,3,1,2,2,2,6,Diversidade Cultural ;Biodiversidade;,Não,1,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,
157,2023-09-29 17:28:28,2023-09-29 17:54:49,anonymous,,,D03-P049,8.0,6.0,7.0,8.0,6.0,7.0,7,5,1,1,8,8,6,8,5,5,6,6,7,6,6,4,2,1,1,7,7,7,Biodiversidade;,Sim,,Sim,1 pessoa,Sim,Sim,Mais de 60 anos,Masculino,Branco,Não,,Sim,Outro Estado do Brasil,Achei otimo conhecer.obg!!
158,2023-09-29 17:22:16,2023-09-29 17:55:51,anonymous,,,D02-P037,4.0,7.0,8.0,3.0,4.0,4.0,7,2,2,1,8,7,2,8,7,5,4,6,6,6,1,1,1,1,1,2,1,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,19-30 anos,Feminino,Preto,Não,,Não,Outro Estado do Brasil,
159,2023-09-29 17:56:50,2023-09-29 18:21:32,anonymous,,,D03-P050,5.0,3.0,4.0,5.0,5.0,5.0,4,2,1,1,5,2,1,6,3,5,5,2,3,4,1,1,1,1,1,1,1,4,Diversidade Cultural ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Sim,Outro Estado do Brasil,"Parabens pela iniciativa!

"
160,2023-09-29 17:44:24,2023-09-29 18:22:40,anonymous,,,D01-P044,8.0,8.0,8.0,4.0,8.0,6.0,8,4,1,1,8,8,2,8,2,5,7,5,7,1,1,1,1,1,1,4,3,7,Biodiversidade;Diversidade Cultural ;Sustentabilidade;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,
161,2023-09-29 17:58:26,2023-09-29 18:37:05,anonymous,,,D02-P038,8.0,6.0,6.0,8.0,7.0,7.0,8,1,3,1,8,8,4,8,4,7,7,7,7,1,1,1,1,1,1,1,1,5,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,31-59 anos,Feminino,Branco,Não,,Não,Outro Estado do Brasil,
162,2023-09-29 18:31:48,2023-09-29 18:42:23,anonymous,,,S2_p07,5.0,4.0,4.0,5.0,4.0,5.0,7,7,3,5,6,4,4,7,3,3,3,3,4,3,3,1,1,1,1,1,1,1,Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,
163,2023-09-29 18:42:32,2023-09-29 18:46:58,anonymous,,,S2_p08,8.0,7.0,6.0,8.0,5.0,8.0,8,8,1,1,8,7,1,8,3,2,2,2,4,1,1,1,1,1,1,1,1,7,Diversidade Cultural ;,Sim,,Sim,3 ou mais pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Sim,Visual,Sim,Outro Estado do Brasil,
164,2023-09-29 18:47:10,2023-09-29 18:55:44,anonymous,,,S2_p09,8.0,8.0,8.0,8.0,8.0,8.0,8,4,1,1,8,8,4,8,8,7,7,7,7,1,1,4,3,2,6,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,2 pessoas,Sim,Sim,31-59 anos,Masculino,Pardo,Não,,Sim,Outro Estado do Brasil,
165,2023-09-29 18:39:24,2023-09-29 19:03:24,anonymous,,,D02-P039,8.0,8.0,8.0,8.0,8.0,8.0,8,2,1,1,8,8,8,8,8,3,4,4,7,1,1,1,1,1,1,1,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,1 pessoa,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Não,Outro Estado do Brasil,
166,2023-09-29 18:26:50,2023-09-29 19:19:47,anonymous,,,D01-P045,6.0,7.0,8.0,6.0,7.0,8.0,6,1,6,2,7,6,6,7,7,6,7,7,7,1,1,1,5,4,4,6,1,7,Biodiversidade;Diversidade Cultural ;Sustentabilidade;,Sim,,Não,Nenhuma,Sim,Sim,31-59 anos,Masculino,Preto,Não,,Não,Outro Estado do Brasil,Uma enorme sensacao de pertencimento e de cuidado com a vida e o mundo
167,2023-09-29 19:04:20,2023-09-29 19:41:12,anonymous,,,D02-P040,8.0,7.0,8.0,8.0,7.0,8.0,7,5,8,5,8,8,7,7,8,7,5,7,7,2,2,3,4,4,1,7,7,7,Sustentabilidade;Biodiversidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Sim,1 pessoa,Sim,Sim,Mais de 60 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,Amei tudo
168,2023-09-29 19:34:28,2023-09-29 20:03:14,anonymous,,,D05-P034,8.0,6.0,6.0,5.0,3.0,8.0,8,3,2,2,8,8,3,8,5,7,7,5,5,5,4,3,1,1,4,7,7,7,Biodiversidade;Sustentabilidade;Diversidade Cultural ;Recursos Naturais ;,Sim,,Não,Nenhuma,Sim,Sim,19-30 anos,Feminino,Branco,Não,,Sim,Outro Estado do Brasil,"Senti falta de interacao fisica, atividades sensoriais"
169,2023-09-29 19:44:18,2023-09-29 20:16:17,anonymous,,,D03-P052,5.0,8.0,8.0,8.0,8.0,8.0,8,1,1,1,8,8,4,8,5,7,4,7,7,1,1,1,1,1,1,7,7,7,Diversidade Cultural ;,Sim,,Não,2 pessoas,Sim,Sim,31-59 anos,Feminino,Pardo,Não,,Sim,Outro Estado do Brasil,Amei
